id,month,region,state,coal,gas,diesel,thermal_total,nuclear,hydro,res,grand_total
506,Feb-2020,North Eastern,Tripura,0.00,1132.10,0.00,1132.10,0.00,0.00,25.42,1157.52
507,Mar-2020,Northern,Chandigarh,0.00,0.00,0.00,0.00,0.00,0.00,40.55,40.55
508,Mar-2020,Northern,Delhi,0.00,2208.40,0.00,2208.40,0.00,0.00,217.16,2425.56
509,Mar-2020,Northern,Haryana,5330.00,431.59,0.00,5761.59,0.00,0.00,531.30,6292.89
510,Mar-2020,Northern,Himachal Pradesh,0.00,0.00,0.00,0.00,0.00,9809.02,951.64,10760.66
511,Mar-2020,Northern,Jammu and Kashmir,0.00,175.00,0.00,175.00,0.00,3360.00,199.78,3734.78
512,Mar-2020,Northern,Ladakh,0.00,0.00,0.00,0.00,0.00,89.00,0.00,89.00
513,Mar-2020,Northern,Punjab,5680.00,0.00,0.00,5680.00,0.00,1096.30,1448.50,8224.80
514,Mar-2020,Northern,Rajasthan,9820.00,1023.13,0.00,10843.13,1180.00,411.00,9582.78,22016.91
515,Mar-2020,Northern,Uttar Pradesh,22409.00,1493.14,0.00,23902.14,440.00,501.60,3235.71,28079.45
516,Mar-2020,Northern,Uttarakhand,0.00,450.00,0.00,450.00,0.00,3756.35,660.72,4867.07
517,Mar-2020,Eastern,Andaman & Nicobar Islands,0.00,0.00,40.05,40.05,0.00,0.00,17.44,57.49
518,Mar-2020,Eastern,Bihar,6390.00,0.00,0.00,6390.00,0.00,0.00,343.47,6733.47
519,Mar-2020,Eastern,Jharkhand,4460.00,0.00,0.00,4460.00,0.00,210.00,46.75,4716.75
520,Mar-2020,Eastern,Odisha,9800.00,0.00,0.00,9800.00,0.00,2142.25,521.69,12463.94
521,Mar-2020,Eastern,Sikkim,0.00,0.00,0.00,0.00,0.00,2169.00,52.18,2221.18
522,Mar-2020,Eastern,West Bengal,14177.00,100.00,0.00,14277.00,0.00,1341.20,532.88,16151.08
523,Mar-2020,Western,Chhatisgarh,23128.00,0.00,0.00,23128.00,0.00,120.00,551.85,23799.85
524,Mar-2020,Western,Dadra & Nagar Haveli,0.00,0.00,0.00,0.00,0.00,0.00,5.46,5.46
525,Mar-2020,Western,Daman & Diu,0.00,0.00,0.00,0.00,0.00,0.00,19.86,19.86
526,Mar-2020,Western,Goa,0.00,48.00,0.00,48.00,0.00,0.00,5.17,53.17
527,Mar-2020,Western,Gujarat,16232.00,7551.41,0.00,23783.41,440.00,1990.00,10586.14,36799.55
528,Mar-2020,Western,Madhya Pradesh,21150.00,0.00,0.00,21150.00,0.00,2235.00,4995.01,28380.01
529,Mar-2020,Western,Maharashtra,24966.00,3207.08,0.00,28173.08,1400.00,3047.00,9710.40,42330.48
530,Mar-2020,Southern,Andhra Pradesh,11590.00,4898.54,36.80,16525.34,0.00,1610.00,8364.92,26500.26
531,Mar-2020,Southern,Karnataka,9480.00,0.00,25.20,9505.20,880.00,3644.20,15232.06,29261.46
532,Mar-2020,Southern,Kerala,0.00,533.58,159.96,693.54,0.00,1856.50,427.47,2977.51
533,Mar-2020,Southern,Lakshadweep,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.75
534,Mar-2020,Southern,Puducherry,0.00,32.50,0.00,32.50,0.00,0.00,5.51,38.01
535,Mar-2020,Southern,Tamil Nadu,13010.00,1027.18,211.70,14248.88,2440.00,2178.20,14351.52,33218.60
536,Mar-2020,Southern,Telangana,6762.50,0.00,0.00,6762.50,0.00,2405.60,4024.82,13192.92
537,Mar-2020,North Eastern,Arunachal Pradesh,0.00,0.00,0.00,0.00,0.00,815.00,136.72,951.72
538,Mar-2020,North Eastern,Assam,750.00,643.70,0.00,1393.70,0.00,350.00,75.34,1819.05
539,Mar-2020,North Eastern,Manipur,0.00,0.00,36.00,36.00,0.00,105.00,10.61,151.61
540,Mar-2020,North Eastern,Meghalaya,0.00,0.00,0.00,0.00,0.00,322.00,46.45,368.45
541,Mar-2020,North Eastern,Mizoram,0.00,0.00,0.00,0.00,0.00,60.00,37.99,97.99
542,Mar-2020,North Eastern,Nagaland,0.00,0.00,0.00,0.00,0.00,75.00,31.67,106.67
543,Mar-2020,North Eastern,Tripura,0.00,1132.10,0.00,1132.10,0.00,0.00,25.42,1157.52
544,Apr-2020,Northern,Chandigarh,0.00,0.00,0.00,0.00,0.00,0.00,40.55,40.55
545,Apr-2020,Northern,Delhi,0.00,2208.40,0.00,2208.40,0.00,0.00,217.16,2425.56
546,Apr-2020,Northern,Haryana,5330.00,431.59,0.00,5761.59,0.00,0.00,531.30,6292.89
547,Apr-2020,Northern,Himachal Pradesh,0.00,0.00,0.00,0.00,0.00,9809.02,952.61,10761.63
548,Apr-2020,Northern,Jammu and Kashmir,0.00,175.00,0.00,175.00,0.00,3360.00,199.78,3734.78
549,Apr-2020,Northern,Ladakh,0.00,0.00,0.00,0.00,0.00,89.00,0.00,89.00
550,Apr-2020,Northern,Punjab,5680.00,0.00,0.00,5680.00,0.00,1096.30,1448.50,8224.80
551,Apr-2020,Northern,Rajasthan,9820.00,1023.13,0.00,10843.13,1180.00,411.00,9582.78,22016.91
552,Apr-2020,Northern,Uttar Pradesh,22409.00,1493.14,0.00,23902.14,440.00,501.60,3235.71,28079.45
553,Apr-2020,Northern,Uttarakhand,0.00,450.00,0.00,450.00,0.00,3756.35,661.72,4868.07
554,Apr-2020,Eastern,Andaman & Nicobar Islands,0.00,0.00,40.05,40.05,0.00,0.00,17.44,57.49
555,Apr-2020,Eastern,Bihar,6390.00,0.00,0.00,6390.00,0.00,0.00,343.47,6733.47
556,Apr-2020,Eastern,Jharkhand,4460.00,0.00,0.00,4460.00,0.00,210.00,46.75,4716.75
557,Apr-2020,Eastern,Odisha,9800.00,0.00,0.00,9800.00,0.00,2142.25,521.79,12464.04
558,Apr-2020,Eastern,Sikkim,0.00,0.00,0.00,0.00,0.00,2169.00,52.18,2221.18
559,Apr-2020,Eastern,West Bengal,14177.00,100.00,0.00,14277.00,0.00,1341.20,534.97,16153.17
560,Apr-2020,Western,Chhatisgarh,23128.00,0.00,0.00,23128.00,0.00,120.00,551.85,23799.85
561,Apr-2020,Western,Dadra & Nagar Haveli,0.00,0.00,0.00,0.00,0.00,0.00,5.46,5.46
562,Apr-2020,Western,Daman & Diu,0.00,0.00,0.00,0.00,0.00,0.00,19.86,19.86
563,Apr-2020,Western,Goa,0.00,48.00,0.00,48.00,0.00,0.00,5.17,53.17
564,Apr-2020,Western,Gujarat,16232.00,7551.41,0.00,23783.41,440.00,1990.00,10653.16,36866.57
565,Apr-2020,Western,Madhya Pradesh,21150.00,0.00,0.00,21150.00,0.00,2235.00,5041.39,28426.39
566,Apr-2020,Western,Maharashtra,24966.00,3207.08,0.00,28173.08,1400.00,3047.00,9766.24,42386.32
567,Apr-2020,Southern,Andhra Pradesh,11590.00,4898.54,36.80,16525.34,0.00,1610.00,8364.92,26500.26
568,Apr-2020,Southern,Karnataka,9480.00,0.00,25.20,9505.20,880.00,3644.20,15237.06,29266.46
569,Apr-2020,Southern,Kerala,0.00,533.58,159.96,693.54,0.00,1856.50,429.92,2979.96
570,Apr-2020,Southern,Lakshadweep,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.75
571,Apr-2020,Southern,Puducherry,0.00,32.50,0.00,32.50,0.00,0.00,5.51,38.01
572,Apr-2020,Southern,Tamil Nadu,13010.00,1027.18,211.70,14248.88,2440.00,2178.20,14351.53,33218.61
573,Apr-2020,Southern,Telangana,6762.50,0.00,0.00,6762.50,0.00,2405.60,4084.58,13252.68
574,Apr-2020,North Eastern,Arunachal Pradesh,0.00,0.00,0.00,0.00,0.00,815.00,136.72,951.72
575,Apr-2020,North Eastern,Assam,750.00,643.70,0.00,1393.70,0.00,350.00,75.34,1819.05
576,Apr-2020,North Eastern,Manipur,0.00,0.00,36.00,36.00,0.00,105.00,11.05,152.05
577,Apr-2020,North Eastern,Meghalaya,0.00,0.00,0.00,0.00,0.00,322.00,46.45,368.45
578,Apr-2020,North Eastern,Mizoram,0.00,0.00,0.00,0.00,0.00,60.00,37.99,97.99
579,Apr-2020,North Eastern,Nagaland,0.00,0.00,0.00,0.00,0.00,75.00,31.67,106.67
580,Apr-2020,North Eastern,Tripura,0.00,1132.10,0.00,1132.10,0.00,0.00,25.42,1157.52
581,May-2020,Northern,Chandigarh,0.00,0.00,0.00,0.00,0.00,0.00,40.90,40.90
582,May-2020,Northern,Delhi,0.00,2208.40,0.00,2208.40,0.00,0.00,217.16,2425.56
583,May-2020,Northern,Haryana,5330.00,431.59,0.00,5761.59,0.00,0.00,532.50,6294.09
584,May-2020,Northern,Himachal Pradesh,0.00,0.00,0.00,0.00,0.00,9809.02,952.61,10761.63
585,May-2020,Northern,Jammu and Kashmir,0.00,175.00,0.00,175.00,0.00,3360.00,199.78,3734.78
586,May-2020,Northern,Ladakh,0.00,0.00,0.00,0.00,0.00,89.00,0.00,89.00
587,May-2020,Northern,Punjab,5680.00,0.00,0.00,5680.00,0.00,1096.30,1448.50,8224.80
588,May-2020,Northern,Rajasthan,9820.00,1023.13,0.00,10843.13,1180.00,411.00,9644.38,22078.51
589,May-2020,Northern,Uttar Pradesh,22409.00,1493.14,0.00,23902.14,440.00,501.60,3235.71,28079.45
590,May-2020,Northern,Uttarakhand,0.00,450.00,0.00,450.00,0.00,3756.35,661.72,4868.07
591,May-2020,Eastern,Andaman & Nicobar Islands,0.00,0.00,40.05,40.05,0.00,0.00,17.44,57.49
592,May-2020,Eastern,Bihar,6390.00,0.00,0.00,6390.00,0.00,0.00,343.47,6733.47
593,May-2020,Eastern,Jharkhand,4460.00,0.00,0.00,4460.00,0.00,210.00,47.26,4717.26
594,May-2020,Eastern,Odisha,9800.00,0.00,0.00,9800.00,0.00,2142.25,521.79,12464.04
595,May-2020,Eastern,Sikkim,0.00,0.00,0.00,0.00,0.00,2169.00,52.18,2221.18
596,May-2020,Eastern,West Bengal,14177.00,100.00,0.00,14277.00,0.00,1341.20,534.97,16153.17
597,May-2020,Western,Chhatisgarh,23128.00,0.00,0.00,23128.00,0.00,120.00,551.85,23799.85
598,May-2020,Western,Dadra & Nagar Haveli,0.00,0.00,0.00,0.00,0.00,0.00,5.46,5.46
599,May-2020,Western,Daman & Diu,0.00,0.00,0.00,0.00,0.00,0.00,19.86,19.86
600,May-2020,Western,Goa,0.00,48.00,0.00,48.00,0.00,0.00,5.17,53.17
601,May-2020,Western,Gujarat,16232.00,7551.41,0.00,23783.41,440.00,1990.00,10690.14,36903.55
602,May-2020,Western,Madhya Pradesh,21150.00,0.00,0.00,21150.00,0.00,2235.00,5041.39,28426.39
603,May-2020,Western,Maharashtra,24966.00,3207.08,0.00,28173.08,1400.00,3047.00,9766.24,42386.32
604,May-2020,Southern,Andhra Pradesh,11590.00,4898.54,36.80,16525.34,0.00,1610.00,8373.67,26509.01
605,May-2020,Southern,Karnataka,9480.00,0.00,25.20,9505.20,880.00,3644.20,15241.26,29270.66
606,May-2020,Southern,Kerala,0.00,533.58,159.96,693.54,0.00,1856.50,429.92,2979.96
607,May-2020,Southern,Lakshadweep,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.75
608,May-2020,Southern,Puducherry,0.00,32.50,0.00,32.50,0.00,0.00,7.20,39.70
609,May-2020,Southern,Tamil Nadu,13010.00,1027.18,211.70,14248.88,2440.00,2178.20,14351.53,33218.61
610,May-2020,Southern,Telangana,6762.50,0.00,0.00,6762.50,0.00,2405.60,4084.58,13252.68
611,May-2020,North Eastern,Arunachal Pradesh,0.00,0.00,0.00,0.00,0.00,815.00,136.72,951.72
612,May-2020,North Eastern,Assam,750.00,679.86,0.00,1429.86,0.00,350.00,75.34,1855.20
613,May-2020,North Eastern,Manipur,0.00,0.00,36.00,36.00,0.00,105.00,11.05,152.05
614,May-2020,North Eastern,Meghalaya,0.00,0.00,0.00,0.00,0.00,322.00,46.45,368.45
615,May-2020,North Eastern,Mizoram,0.00,0.00,0.00,0.00,0.00,60.00,37.99,97.99
616,May-2020,North Eastern,Nagaland,0.00,0.00,0.00,0.00,0.00,75.00,31.67,106.67
617,May-2020,North Eastern,Tripura,0.00,1132.10,0.00,1132.10,0.00,0.00,25.42,1157.52
618,Jun-2020,Northern,Chandigarh,0.00,0.00,0.00,0.00,0.00,0.00,41.55,41.55
619,Jun-2020,Northern,Delhi,0.00,2208.40,0.00,2208.40,0.00,0.00,217.16,2425.56
620,Jun-2020,Northern,Haryana,5330.00,431.59,0.00,5761.59,0.00,0.00,532.98,6294.57
621,Jun-2020,Northern,Himachal Pradesh,0.00,0.00,0.00,0.00,0.00,9809.02,958.85,10767.87
622,Jun-2020,Northern,Jammu and Kashmir,0.00,175.00,0.00,175.00,0.00,3360.00,204.92,3739.92
623,Jun-2020,Northern,Ladakh,0.00,0.00,0.00,0.00,0.00,89.00,0.00,89.00
624,Jun-2020,Northern,Punjab,5680.00,0.00,0.00,5680.00,0.00,1096.30,1448.50,8224.80
625,Jun-2020,Northern,Rajasthan,9820.00,1023.13,0.00,10843.13,1180.00,411.00,9667.73,22101.86
626,Jun-2020,Northern,Uttar Pradesh,22409.00,1493.14,0.00,23902.14,440.00,501.60,3314.71,28158.45
627,Jun-2020,Northern,Uttarakhand,0.00,450.00,0.00,450.00,0.00,3756.35,662.65,4869.00
628,Jun-2020,Eastern,Andaman & Nicobar Islands,0.00,0.00,40.05,40.05,0.00,0.00,17.44,57.49
629,Jun-2020,Eastern,Bihar,6390.00,0.00,0.00,6390.00,0.00,0.00,345.25,6735.25
630,Jun-2020,Eastern,Jharkhand,4460.00,0.00,0.00,4460.00,0.00,210.00,47.39,4717.39
631,Jun-2020,Eastern,Odisha,9800.00,0.00,0.00,9800.00,0.00,2142.25,522.79,12465.04
632,Jun-2020,Eastern,Sikkim,0.00,0.00,0.00,0.00,0.00,2169.00,52.18,2221.18
633,Jun-2020,Eastern,West Bengal,14177.00,100.00,0.00,14277.00,0.00,1341.20,535.48,16153.68
634,Jun-2020,Western,Chhatisgarh,23128.00,0.00,0.00,23128.00,0.00,120.00,551.85,23799.85
635,Jun-2020,Western,Dadra & Nagar Haveli,0.00,0.00,0.00,0.00,0.00,0.00,5.46,5.46
636,Jun-2020,Western,Daman & Diu,0.00,0.00,0.00,0.00,0.00,0.00,19.86,19.86
637,Jun-2020,Western,Goa,0.00,48.00,0.00,48.00,0.00,0.00,5.17,53.17
638,Jun-2020,Western,Gujarat,16232.00,7551.41,0.00,23783.41,440.00,1990.00,10823.06,37036.47
639,Jun-2020,Western,Madhya Pradesh,21150.00,0.00,0.00,21150.00,0.00,2235.00,5048.35,28433.35
640,Jun-2020,Western,Maharashtra,24966.00,3207.08,0.00,28173.08,1400.00,3047.00,9778.57,42398.65
641,Jun-2020,Southern,Andhra Pradesh,11590.00,4898.54,36.80,16525.34,0.00,1610.00,8373.67,26509.01
642,Jun-2020,Southern,Karnataka,9480.00,0.00,25.20,9505.20,880.00,3644.20,15241.26,29270.66
643,Jun-2020,Southern,Kerala,0.00,533.58,159.96,693.54,0.00,1856.50,431.86,2981.90
644,Jun-2020,Southern,Lakshadweep,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.75
645,Jun-2020,Southern,Puducherry,0.00,32.50,0.00,32.50,0.00,0.00,7.20,39.70
646,Jun-2020,Southern,Tamil Nadu,13010.00,1027.18,211.70,14248.88,2440.00,2178.20,14353.74,33220.82
647,Jun-2020,Southern,Telangana,7032.50,0.00,0.00,7032.50,0.00,2405.60,4093.43,13531.53
648,Jun-2020,North Eastern,Arunachal Pradesh,0.00,0.00,0.00,0.00,0.00,815.00,136.72,951.72
649,Jun-2020,North Eastern,Assam,750.00,679.86,0.00,1429.86,0.00,350.00,75.34,1855.20
650,Jun-2020,North Eastern,Manipur,0.00,0.00,36.00,36.00,0.00,105.00,11.80,152.80
651,Jun-2020,North Eastern,Meghalaya,0.00,0.00,0.00,0.00,0.00,322.00,46.45,368.45
652,Jun-2020,North Eastern,Mizoram,0.00,0.00,0.00,0.00,0.00,60.00,37.99,97.99
653,Jun-2020,North Eastern,Nagaland,0.00,0.00,0.00,0.00,0.00,75.00,31.67,106.67
654,Jun-2020,North Eastern,Tripura,0.00,1132.10,0.00,1132.10,0.00,0.00,25.42,1157.52
655,Jul-2020,Northern,Chandigarh,0.00,0.00,0.00,0.00,0.00,0.00,42.34,42.34
656,Jul-2020,Northern,Delhi,0.00,2208.40,0.00,2208.40,0.00,0.00,217.16,2425.56
657,Jul-2020,Northern,Haryana,5330.00,431.59,0.00,5761.59,0.00,0.00,537.98,6299.57
658,Jul-2020,Northern,Himachal Pradesh,0.00,0.00,0.00,0.00,0.00,9809.02,960.35,10769.37
659,Jul-2020,Northern,Jammu and Kashmir,0.00,175.00,0.00,175.00,0.00,3360.00,204.92,3739.92
660,Jul-2020,Northern,Ladakh,0.00,0.00,0.00,0.00,0.00,89.00,0.00,89.00
661,Jul-2020,Northern,Punjab,5680.00,0.00,0.00,5680.00,0.00,1096.30,1463.95,8240.25
662,Jul-2020,Northern,Rajasthan,9820.00,1023.13,0.00,10843.13,1180.00,411.00,9708.55,22142.68
663,Jul-2020,Northern,Uttar Pradesh,22409.00,1493.14,0.00,23902.14,440.00,501.60,3350.46,28194.20
664,Jul-2020,Northern,Uttarakhand,0.00,450.00,0.00,450.00,0.00,3756.35,662.65,4869.00
665,Jul-2020,Eastern,Andaman & Nicobar Islands,0.00,0.00,40.05,40.05,0.00,0.00,17.44,57.49
666,Jul-2020,Eastern,Bihar,6390.00,0.00,0.00,6390.00,0.00,0.00,349.25,6739.25
667,Jul-2020,Eastern,Jharkhand,4460.00,0.00,0.00,4460.00,0.00,210.00,47.41,4717.41
668,Jul-2020,Eastern,Odisha,9800.00,0.00,0.00,9800.00,0.00,2142.25,522.79,12465.04
669,Jul-2020,Eastern,Sikkim,0.00,0.00,0.00,0.00,0.00,2169.00,52.18,2221.18
670,Jul-2020,Eastern,West Bengal,14177.00,100.00,0.00,14277.00,0.00,1341.20,535.48,16153.68
671,Jul-2020,Western,Chhatisgarh,23928.00,0.00,0.00,23928.00,0.00,120.00,551.85,24599.85
672,Jul-2020,Western,Dadra & Nagar Haveli,0.00,0.00,0.00,0.00,0.00,0.00,5.46,5.46
673,Jul-2020,Western,Daman & Diu,0.00,0.00,0.00,0.00,0.00,0.00,23.91,23.91
674,Jul-2020,Western,Goa,0.00,48.00,0.00,48.00,0.00,0.00,5.17,53.17
675,Jul-2020,Western,Gujarat,16232.00,7551.41,0.00,23783.41,440.00,1990.00,10995.65,37209.06
676,Jul-2020,Western,Madhya Pradesh,21150.00,0.00,0.00,21150.00,0.00,2235.00,5050.85,28435.85
677,Jul-2020,Western,Maharashtra,24966.00,3207.08,0.00,28173.08,1400.00,3047.00,9778.57,42398.65
678,Jul-2020,Southern,Andhra Pradesh,11590.00,4898.54,36.80,16525.34,0.00,1610.00,8380.26,26515.60
679,Jul-2020,Southern,Karnataka,9480.00,0.00,25.20,9505.20,880.00,3644.20,15261.26,29290.66
680,Jul-2020,Southern,Kerala,0.00,533.58,159.96,693.54,0.00,1856.50,433.41,2983.45
681,Jul-2020,Southern,Lakshadweep,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.75
682,Jul-2020,Southern,Puducherry,0.00,32.50,0.00,32.50,0.00,0.00,7.50,40.00
683,Jul-2020,Southern,Tamil Nadu,12760.00,1027.18,211.70,13998.88,2440.00,2178.20,14381.74,32998.82
684,Jul-2020,Southern,Telangana,7032.50,0.00,0.00,7032.50,0.00,2405.60,4125.23,13563.33
685,Jul-2020,North Eastern,Arunachal Pradesh,0.00,0.00,0.00,0.00,0.00,815.00,136.72,951.72
686,Jul-2020,North Eastern,Assam,750.00,679.86,0.00,1429.86,0.00,350.00,77.34,1857.20
687,Jul-2020,North Eastern,Manipur,0.00,0.00,36.00,36.00,0.00,105.00,11.80,152.80
688,Jul-2020,North Eastern,Meghalaya,0.00,0.00,0.00,0.00,0.00,322.00,46.45,368.45
689,Jul-2020,North Eastern,Mizoram,0.00,0.00,0.00,0.00,0.00,60.00,37.99,97.99
690,Jul-2020,North Eastern,Nagaland,0.00,0.00,0.00,0.00,0.00,75.00,31.67,106.67
691,Jul-2020,North Eastern,Tripura,0.00,1132.10,0.00,1132.10,0.00,0.00,25.42,1157.52
692,Aug-2020,Northern,Chandigarh,0.00,0.00,0.00,0.00,0.00,0.00,42.94,42.94
693,Aug-2020,Northern,Delhi,0.00,2208.40,0.00,2208.40,0.00,0.00,226.93,2435.33
694,Aug-2020,Northern,Haryana,5330.00,431.59,0.00,5761.59,0.00,0.00,537.98,6299.57
695,Aug-2020,Northern,Himachal Pradesh,0.00,0.00,0.00,0.00,0.00,9809.02,960.85,10769.87
696,Aug-2020,Northern,Jammu and Kashmir,0.00,175.00,0.00,175.00,0.00,3360.00,204.92,3739.92
697,Aug-2020,Northern,Ladakh,0.00,0.00,0.00,0.00,0.00,89.00,0.00,89.00
698,Aug-2020,Northern,Punjab,5680.00,0.00,0.00,5680.00,0.00,1096.30,1604.85,8381.15
699,Aug-2020,Northern,Rajasthan,9820.00,1023.13,0.00,10843.13,1180.00,411.00,9755.60,22189.73
700,Aug-2020,Northern,Uttar Pradesh,22409.00,1493.14,0.00,23902.14,440.00,501.60,3350.46,28194.20
701,Aug-2020,Northern,Uttarakhand,0.00,450.00,0.00,450.00,0.00,3756.35,662.37,4868.72
702,Aug-2020,Eastern,Andaman & Nicobar Islands,0.00,0.00,40.05,40.05,0.00,0.00,34.47,74.52
703,Aug-2020,Eastern,Bihar,6390.00,0.00,0.00,6390.00,0.00,0.00,348.75,6738.75
704,Aug-2020,Eastern,Jharkhand,4460.00,0.00,0.00,4460.00,0.00,210.00,47.41,4717.41
705,Aug-2020,Eastern,Odisha,9800.00,0.00,0.00,9800.00,0.00,2142.25,546.79,12489.04
706,Aug-2020,Eastern,Sikkim,0.00,0.00,0.00,0.00,0.00,2169.00,52.18,2221.18
707,Aug-2020,Eastern,West Bengal,14177.00,100.00,0.00,14277.00,0.00,1341.20,545.48,16163.68
708,Aug-2020,Western,Chhatisgarh,23928.00,0.00,0.00,23928.00,0.00,120.00,552.25,24600.25
709,Aug-2020,Western,Dadra & Nagar Haveli,0.00,0.00,0.00,0.00,0.00,0.00,5.46,5.46
710,Aug-2020,Western,Daman & Diu,0.00,0.00,0.00,0.00,0.00,0.00,26.78,26.78
711,Aug-2020,Western,Goa,0.00,48.00,0.00,48.00,0.00,0.00,5.17,53.17
712,Aug-2020,Western,Gujarat,16232.00,7551.41,0.00,23783.41,440.00,1990.00,11113.60,37327.01
713,Aug-2020,Western,Madhya Pradesh,21150.00,0.00,0.00,21150.00,0.00,2235.00,5069.15,28454.15
714,Aug-2020,Western,Maharashtra,24966.00,3207.08,0.00,28173.08,1400.00,3047.00,9846.87,42466.95
715,Aug-2020,Southern,Andhra Pradesh,11590.00,4898.54,36.80,16525.34,0.00,1610.00,8380.16,26515.50
716,Aug-2020,Southern,Karnataka,9480.00,0.00,25.20,9505.20,880.00,3644.20,15261.76,29291.16
717,Aug-2020,Southern,Kerala,0.00,533.58,159.96,693.54,0.00,1856.50,433.41,2983.45
718,Aug-2020,Southern,Lakshadweep,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.75
719,Aug-2020,Southern,Puducherry,0.00,32.50,0.00,32.50,0.00,0.00,7.50,40.00
720,Aug-2020,Southern,Tamil Nadu,12760.00,1027.18,211.70,13998.88,2440.00,2178.20,14651.15,33268.23
721,Aug-2020,Southern,Telangana,7032.50,0.00,0.00,7032.50,0.00,2405.60,4150.05,13588.15
722,Aug-2020,North Eastern,Arunachal Pradesh,0.00,0.00,0.00,0.00,0.00,815.00,136.72,951.72
723,Aug-2020,North Eastern,Assam,750.00,644.86,0.00,1394.86,0.00,350.00,77.34,1822.19
724,Aug-2020,North Eastern,Manipur,0.00,0.00,36.00,36.00,0.00,105.00,11.80,152.80
725,Aug-2020,North Eastern,Meghalaya,0.00,0.00,0.00,0.00,0.00,322.00,46.45,368.45
726,Aug-2020,North Eastern,Mizoram,0.00,0.00,0.00,0.00,0.00,60.00,37.99,97.99
727,Aug-2020,North Eastern,Nagaland,0.00,0.00,0.00,0.00,0.00,75.00,31.67,106.67
728,Aug-2020,North Eastern,Tripura,0.00,1132.10,0.00,1132.10,0.00,0.00,25.42,1157.52
729,Sep-2020,Northern,Chandigarh,0.00,0.00,0.00,0.00,0.00,0.00,42.94,42.94
730,Sep-2020,Northern,Delhi,0.00,2208.40,0.00,2208.40,0.00,0.00,228.46,2436.86
731,Sep-2020,Northern,Haryana,5330.00,431.59,0.00,5761.59,0.00,0.00,538.51,6300.10
732,Sep-2020,Northern,Himachal Pradesh,0.00,0.00,0.00,0.00,0.00,9809.02,961.82,10770.84
733,Sep-2020,Northern,Jammu and Kashmir,0.00,175.00,0.00,175.00,0.00,3360.00,204.92,3739.92
734,Sep-2020,Northern,Ladakh,0.00,0.00,0.00,0.00,0.00,89.00,0.00,89.00
735,Sep-2020,Northern,Punjab,5680.00,0.00,0.00,5680.00,0.00,1096.30,1604.85,8381.15
736,Sep-2020,Northern,Rajasthan,9820.00,1023.13,0.00,10843.13,1180.00,411.00,9798.06,22232.19
737,Sep-2020,Northern,Uttar Pradesh,22409.00,1493.14,0.00,23902.14,440.00,501.60,3350.46,28194.20
738,Sep-2020,Northern,Uttarakhand,0.00,450.00,0.00,450.00,0.00,3756.35,662.50,4868.85
739,Sep-2020,Eastern,Andaman & Nicobar Islands,0.00,0.00,40.05,40.05,0.00,0.00,34.47,74.52
740,Sep-2020,Eastern,Bihar,6390.00,0.00,0.00,6390.00,0.00,0.00,348.75,6738.75
741,Sep-2020,Eastern,Jharkhand,4460.00,0.00,0.00,4460.00,0.00,210.00,47.41,4717.41
742,Sep-2020,Eastern,Odisha,9800.00,0.00,0.00,9800.00,0.00,2142.25,546.90,12489.15
743,Sep-2020,Eastern,Sikkim,0.00,0.00,0.00,0.00,0.00,2169.00,52.18,2221.18
744,Sep-2020,Eastern,West Bengal,14177.00,100.00,0.00,14277.00,0.00,1341.20,556.97,16175.17
745,Sep-2020,Western,Chhatisgarh,23928.00,0.00,0.00,23928.00,0.00,120.00,559.46,24607.46
746,Sep-2020,Western,Dadra & Nagar Haveli,0.00,0.00,0.00,0.00,0.00,0.00,5.46,5.46
747,Sep-2020,Western,Daman & Diu,0.00,0.00,0.00,0.00,0.00,0.00,32.47,32.47
748,Sep-2020,Western,Goa,0.00,48.00,0.00,48.00,0.00,0.00,5.17,53.17
749,Sep-2020,Western,Gujarat,16232.00,7551.41,0.00,23783.41,440.00,1990.00,11263.91,37477.32
750,Sep-2020,Western,Madhya Pradesh,21150.00,0.00,0.00,21150.00,0.00,2235.00,5073.77,28458.77
751,Sep-2020,Western,Maharashtra,24966.00,3207.08,0.00,28173.08,1400.00,3047.00,9851.64,42471.72
752,Sep-2020,Southern,Andhra Pradesh,11590.00,4898.54,36.80,16525.34,0.00,1610.00,8391.02,26526.36
753,Sep-2020,Southern,Karnataka,9480.00,0.00,25.20,9505.20,880.00,3644.20,15261.76,29291.16
754,Sep-2020,Southern,Kerala,0.00,533.58,159.96,693.54,0.00,1856.50,433.63,2983.67
755,Sep-2020,Southern,Lakshadweep,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.75
756,Sep-2020,Southern,Puducherry,0.00,32.50,0.00,32.50,0.00,0.00,7.50,40.00
757,Sep-2020,Southern,Tamil Nadu,12660.00,1027.18,211.70,13898.88,2440.00,2178.20,14745.10,33262.18
758,Sep-2020,Southern,Telangana,7032.50,0.00,0.00,7032.50,0.00,2405.60,4250.05,13688.15
759,Sep-2020,North Eastern,Arunachal Pradesh,0.00,0.00,0.00,0.00,0.00,815.00,136.72,951.72
